Suggest_Method,Repeat,Iteration,I,H,C,P,Fluorescence
R-LLM,17,47,I5,H3,C5,P2,1507
R-LLM,17,48,I1,H2,C3,P2,5681
R-LLM,17,48,I4,H1,C2,P3,6059
R-LLM,17,49,I1,H3,C2,P3,444
R-LLM,17,49,I2,H1,C4,P1,333
R-LLM,17,50,I2,H1,C4,P2,807121
R-LLM,17,50,I3,H4,C4,P1,99899
R-LLM,18,1,I4,H2,C1,P2,2768
R-LLM,18,1,I2,H5,C2,P2,62
R-LLM,18,2,I1,H1,C3,P4,65332
R-LLM,18,2,I3,H3,C5,P1,176
R-LLM,18,3,I1,H1,C4,P3,5027
R-LLM,18,3,I5,H4,C3,P4,5903
R-LLM,18,4,I3,H1,C4,P1,402
R-LLM,18,4,I5,H3,C2,P3,4960
R-LLM,18,5,I4,H1,C4,P2,10374
R-LLM,18,5,I2,H3,C1,P4,15196
R-LLM,18,6,I1,H2,C3,P1,67
R-LLM,18,6,I5,H4,C5,P4,1068
R-LLM,18,7,I1,H3,C4,P3,40329
R-LLM,18,7,I3,H5,C2,P4,2681
R-LLM,18,8,I4,H2,C4,P3,1317074
R-LLM,18,8,I2,H4,C1,P1,207623
R-LLM,18,9,I5,H1,C1,P4,18411
R-LLM,18,9,I1,H4,C4,P2,89908
R-LLM,18,10,I4,H2,C4,P1,31476
R-LLM,18,10,I1,H3,C1,P3,7073
R-LLM,18,11,I1,H2,C5,P3,1604
R-LLM,18,11,I5,H2,C3,P2,740
R-LLM,18,12,I4,H2,C4,P4,55257
R-LLM,18,12,I3,H4,C3,P2,492
R-LLM,18,13,I2,H4,C4,P3,6751
R-LLM,18,13,I4,H5,C3,P2,97728
R-LLM,18,14,I3,H2,C4,P3,2674917
R-LLM,18,14,I4,H5,C4,P1,52
R-LLM,18,15,I2,H3,C3,P1,259
R-LLM,18,15,I5,H3,C4,P1,912
R-LLM,18,16,I2,H1,C4,P2,807121
R-LLM,18,16,I3,H5,C1,P3,17599
R-LLM,18,17,I5,H2,C1,P3,13334
R-LLM,18,17,I4,H1,C5,P4,1214
R-LLM,18,18,I3,H2,C3,P4,608
R-LLM,18,18,I4,H4,C2,P3,7197
R-LLM,18,19,I4,H3,C4,P3,1243932
R-LLM,18,19,I5,H5,C4,P2,7898
R-LLM,18,20,I4,H4,C3,P1,187
R-LLM,18,20,I5,H3,C5,P2,1507
R-LLM,18,21,I5,H3,C1,P1,3984
R-LLM,18,21,I1,H5,C1,P3,2255400
R-LLM,18,22,I3,H4,C4,P2,451
R-LLM,18,22,I2,H5,C5,P4,1133
R-LLM,18,23,I2,H4,C3,P4,12380
R-LLM,18,23,I5,H1,C3,P1,612
R-LLM,18,24,I2,H5,C4,P2,596857
R-LLM,18,24,I1,H4,C3,P1,36
R-LLM,18,25,I4,H1,C3,P3,127
R-LLM,18,25,I3,H4,C1,P3,544517
R-LLM,18,26,I4,H5,C2,P4,3438
R-LLM,18,26,I1,H1,C5,P2,4490
R-LLM,18,27,I2,H1,C2,P3,12701
R-LLM,18,27,I5,H5,C4,P1,50
R-LLM,18,28,I5,H2,C4,P4,77495
R-LLM,18,28,I4,H3,C2,P4,729
R-LLM,18,29,I3,H2,C4,P4,87686
R-LLM,18,29,I4,H1,C3,P1,13
R-LLM,18,30,I4,H4,C1,P3,195425
R-LLM,18,30,I5,H5,C2,P1,6
R-LLM,18,31,I4,H2,C2,P4,321
R-LLM,18,31,I3,H1,C2,P3,5071
R-LLM,18,32,I5,H2,C5,P4,368
R-LLM,18,32,I1,H3,C2,P2,563
R-LLM,18,33,I3,H1,C5,P4,1066
R-LLM,18,33,I5,H4,C2,P4,5755
R-LLM,18,34,I5,H2,C5,P3,2388
R-LLM,18,34,I2,H3,C1,P2,456
R-LLM,18,35,I4,H5,C5,P3,1351
R-LLM,18,35,I2,H1,C5,P4,3087
R-LLM,18,36,I4,H5,C1,P2,26
R-LLM,18,36,I1,H2,C3,P2,5681
R-LLM,18,37,I2,H2,C5,P1,432
R-LLM,18,37,I4,H3,C1,P2,1685
R-LLM,18,38,I2,H2,C2,P2,65
R-LLM,18,38,I4,H1,C2,P3,6059
R-LLM,18,39,I3,H5,C3,P3,73296
R-LLM,18,39,I2,H1,C3,P1,11
R-LLM,18,40,I3,H2,C1,P1,1041
R-LLM,18,40,I4,H4,C2,P2,25881
R-LLM,18,41,I1,H5,C2,P4,545
R-LLM,18,41,I5,H4,C5,P1,9112
R-LLM,18,42,I1,H3,C5,P2,11357
R-LLM,18,42,I5,H5,C1,P4,237
R-LLM,18,43,I4,H4,C2,P1,142493
R-LLM,18,43,I1,H2,C4,P1,1023
R-LLM,18,44,I2,H3,C4,P2,8619
R-LLM,18,44,I3,H5,C5,P1,173
R-LLM,18,45,I4,H2,C3,P3,719
R-LLM,18,45,I2,H4,C4,P1,768578
R-LLM,18,46,I1,H1,C2,P1,1654
R-LLM,18,46,I4,H1,C4,P2,10374
R-LLM,18,47,I3,H4,C2,P3,2388
R-LLM,18,47,I2,H5,C3,P2,313
R-LLM,18,48,I5,H2,C1,P2,2170
R-LLM,18,48,I4,H2,C5,P2,14505
R-LLM,18,49,I5,H1,C5,P3,634
R-LLM,18,49,I3,H1,C1,P4,34
R-LLM,18,50,I4,H1,C4,P3,18519
R-LLM,18,50,I2,H2,C3,P4,1549
R-LLM,19,1,I1,H1,C4,P4,357030
R-LLM,19,1,I4,H1,C1,P1,768
R-LLM,19,2,I2,H2,C3,P2,22643
R-LLM,19,2,I5,H5,C5,P3,2468
R-LLM,19,3,I3,H3,C2,P4,306
R-LLM,19,3,I1,H4,C2,P3,5883
R-LLM,19,4,I3,H5,C4,P1,36
R-LLM,19,4,I5,H2,C1,P4,42713
R-LLM,19,5,I4,H3,C4,P2,26785
R-LLM,19,5,I2,H4,C5,P1,9539
R-LLM,19,6,I1,H2,C5,P3,1604
R-LLM,19,6,I4,H5,C3,P4,1341
R-LLM,19,7,I5,H3,C2,P1,1791
R-LLM,19,7,I2,H5,C4,P3,2953
R-LLM,19,8,I3,H2,C4,P3,2674917
R-LLM,19,8,I5,H1,C2,P2,13391
R-LLM,19,9,I1,H4,C3,P4,390622
R-LLM,19,9,I2,H3,C1,P4,15196
R-LLM,19,10,I5,H4,C4,P3,11626
R-LLM,19,10,I3,H1,C3,P2,253
R-LLM,19,11,I1,H3,C4,P2,4374
R-LLM,19,11,I4,H2,C4,P3,1317074
R-LLM,19,12,I3,H1,C5,P3,386
R-LLM,19,12,I4,H1,C5,P4,1214
R-LLM,19,13,I4,H1,C3,P3,127
R-LLM,19,13,I1,H2,C1,P1,556
R-LLM,19,14,I1,H5,C4,P4,43692
R-LLM,19,14,I2,H1,C5,P4,3087
R-LLM,19,15,I3,H5,C3,P4,657
R-LLM,19,15,I2,H4,C2,P1,642076
R-LLM,19,16,I4,H3,C5,P3,9668
R-LLM,19,16,I5,H4,C1,P4,1056921
R-LLM,19,17,I2,H2,C4,P4,314581
R-LLM,19,17,I5,H5,C3,P1,140
R-LLM,19,18,I3,H4,C4,P2,451
R-LLM,19,18,I5,H2,C5,P1,861
R-LLM,19,19,I3,H1,C2,P1,613
R-LLM,19,19,I5,H3,C4,P2,27981
R-LLM,19,20,I2,H3,C2,P2,213
R-LLM,19,20,I4,H4,C2,P4,31394
R-LLM,19,21,I4,H5,C4,P4,1358
R-LLM,19,21,I5,H1,C3,P3,809
R-LLM,19,22,I4,H4,C3,P1,187
R-LLM,19,22,I2,H1,C2,P3,12701
R-LLM,19,23,I5,H2,C4,P4,77495
R-LLM,19,23,I4,H4,C5,P1,541
R-LLM,19,24,I3,H2,C4,P2,670
R-LLM,19,24,I1,H3,C2,P3,444
R-LLM,19,25,I1,H1,C2,P4,70151
R-LLM,19,25,I2,H3,C4,P1,2109
R-LLM,19,26,I4,H3,C2,P3,20
R-LLM,19,26,I5,H4,C3,P1,61707
R-LLM,19,27,I1,H1,C4,P2,2488
R-LLM,19,27,I2,H5,C3,P2,313
R-LLM,19,28,I2,H2,C3,P3,11373
R-LLM,19,28,I1,H3,C5,P1,4368
R-LLM,19,29,I4,H2,C1,P2,2768
R-LLM,19,29,I5,H3,C1,P3,552
R-LLM,19,30,I3,H4,C1,P3,544517
R-LLM,19,30,I2,H3,C5,P4,2759
R-LLM,19,31,I3,H3,C4,P1,2850
R-LLM,19,31,I4,H5,C2,P4,3438
R-LLM,19,32,I4,H2,C2,P4,321
R-LLM,19,32,I5,H4,C2,P3,208
R-LLM,19,33,I3,H3,C1,P3,6722
R-LLM,19,33,I4,H1,C4,P1,263
R-LLM,19,34,I1,H5,C1,P2,1096
R-LLM,19,34,I3,H4,C3,P1,102
R-LLM,19,35,I2,H1,C1,P3,1019
R-LLM,19,35,I4,H4,C4,P2,1830
R-LLM,19,36,I5,H4,C2,P2,38684
R-LLM,19,36,I1,H5,C2,P3,955
R-LLM,19,37,I4,H2,C3,P1,26
R-LLM,19,37,I1,H3,C3,P4,4138
R-LLM,19,38,I1,H3,C1,P3,7073
R-LLM,19,38,I4,H1,C4,P3,18519
R-LLM,19,39,I3,H1,C2,P3,5071
R-LLM,19,39,I5,H5,C4,P2,7898
R-LLM,19,40,I2,H4,C3,P4,12380
R-LLM,19,40,I4,H5,C1,P3,7614
R-LLM,19,41,I3,H5,C1,P2,62
R-LLM,19,41,I4,H3,C4,P4,7066
R-LLM,19,42,I2,H1,C4,P2,807121
R-LLM,19,42,I5,H1,C4,P3,455263
R-LLM,19,43,I1,H1,C3,P1,35
R-LLM,19,43,I3,H2,C5,P4,293
R-LLM,19,44,I2,H2,C5,P2,2128
R-LLM,19,44,I3,H4,C5,P1,611
R-LLM,19,45,I5,H2,C2,P3,439
R-LLM,19,45,I1,H4,C3,P1,36
R-LLM,19,46,I2,H5,C1,P3,11042
R-LLM,19,46,I5,H1,C3,P2,2506
R-LLM,19,47,I3,H2,C4,P1,1131
R-LLM,19,47,I4,H4,C4,P3,7499
R-LLM,19,48,I3,H2,C4,P4,87686
R-LLM,19,48,I3,H5,C4,P1,36
R-LLM,19,49,I1,H2,C4,P2,2799
R-LLM,19,49,I3,H1,C4,P3,968
R-LLM,19,50,I3,H1,C4,P2,5106
R-LLM,19,50,I1,H5,C3,P4,423
R-LLM,20,1,I2,H4,C4,P2,277
R-LLM,20,1,I3,H5,C1,P3,17599
R-LLM,20,2,I4,H1,C3,P4,580
R-LLM,20,2,I5,H2,C5,P1,861
R-LLM,20,3,I1,H3,C2,P1,3254
R-LLM,20,3,I3,H2,C5,P4,293
R-LLM,20,4,I3,H5,C2,P1,235
R-LLM,20,4,I1,H1,C4,P3,5027
R-LLM,20,5,I3,H5,C3,P4,657
R-LLM,20,5,I4,H2,C4,P2,23152
R-LLM,20,6,I3,H5,C4,P1,36
R-LLM,20,6,I1,H3,C4,P3,40329
R-LLM,20,7,I1,H1,C1,P4,1061
R-LLM,20,7,I2,H3,C4,P1,2109
R-LLM,20,8,I5,H4,C2,P4,5755
R-LLM,20,8,I2,H1,C5,P3,1102699
R-LLM,20,9,I5,H3,C1,P4,25234
R-LLM,20,9,I2,H4,C3,P3,81404
R-LLM,20,10,I4,H2,C1,P3,4469
R-LLM,20,10,I1,H5,C4,P2,1189738
R-LLM,20,11,I1,H2,C5,P4,1517
R-LLM,20,11,I4,H3,C2,P1,856
R-LLM,20,12,I2,H2,C3,P2,22643
R-LLM,20,12,I4,H5,C2,P3,14602
R-LLM,20,13,I5,H1,C4,P3,455263
R-LLM,20,13,I4,H4,C1,P2,239155
R-LLM,20,14,I1,H1,C5,P2,4490
R-LLM,20,14,I2,H4,C1,P1,207623
R-LLM,20,15,I5,H3,C2,P1,1791
R-LLM,20,15,I4,H4,C2,P3,7197
R-LLM,20,16,I2,H1,C2,P4,4276
R-LLM,20,16,I3,H4,C3,P1,102
R-LLM,20,17,I2,H1,C1,P1,4355
R-LLM,20,17,I2,H3,C5,P4,2759
R-LLM,20,18,I5,H2,C4,P3,82456
R-LLM,20,18,I5,H1,C5,P2,48601
R-LLM,20,19,I4,H2,C3,P1,26
R-LLM,20,19,I3,H1,C4,P2,5106
R-LLM,20,20,I5,H4,C3,P4,5903
R-LLM,20,20,I4,H1,C2,P2,1332
R-LLM,20,21,I4,H3,C4,P2,26785
R-LLM,20,21,I2,H5,C4,P4,739
R-LLM,20,22,I2,H3,C1,P3,5224
R-LLM,20,22,I1,H5,C2,P1,3260
R-LLM,20,23,I1,H2,C3,P1,67
R-LLM,20,23,I2,H5,C1,P3,11042
R-LLM,20,24,I1,H1,C4,P2,2488
R-LLM,20,24,I2,H4,C4,P3,6751
R-LLM,20,25,I1,H5,C5,P4,2037
R-LLM,20,25,I5,H4,C5,P3,399
R-LLM,20,26,I3,H2,C2,P3,266
R-LLM,20,26,I4,H3,C1,P4,17504
R-LLM,20,27,I2,H1,C4,P3,2434
R-LLM,20,27,I5,H3,C4,P1,912
R-LLM,20,28,I4,H1,C3,P1,13
R-LLM,20,28,I3,H4,C5,P3,1628
R-LLM,20,29,I1,H5,C3,P3,10068
R-LLM,20,29,I5,H2,C1,P2,2170
R-LLM,20,30,I3,H2,C4,P4,87686
R-LLM,20,30,I2,H2,C4,P4,314581
R-LLM,20,31,I2,H5,C5,P1,204
R-LLM,20,31,I5,H1,C2,P4,42771
R-LLM,20,32,I1,H2,C1,P4,186
R-LLM,20,32,I4,H5,C3,P2,97728
R-LLM,20,33,I1,H4,C1,P4,1422626
R-LLM,20,33,I3,H3,C5,P2,1071
R-LLM,20,34,I4,H1,C1,P1,768
R-LLM,20,34,I1,H3,C3,P2,528
R-LLM,20,35,I1,H4,C2,P3,5883
R-LLM,20,35,I2,H3,C2,P4,397
R-LLM,20,36,I2,H5,C2,P2,62
R-LLM,20,36,I4,H4,C5,P1,541
R-LLM,20,37,I4,H3,C5,P3,9668
R-LLM,20,37,I5,H2,C3,P2,740
R-LLM,20,38,I1,H2,C5,P3,1604
R-LLM,20,38,I4,H5,C4,P1,52
R-LLM,20,39,I2,H4,C1,P3,549731
R-LLM,20,39,I1,H4,C3,P1,36
R-LLM,20,40,I2,H4,C4,P2,277
R-LLM,20,40,I2,H4,C2,P1,642076
R-LLM,20,41,I1,H1,C5,P1,6995
R-LLM,20,41,I5,H4,C2,P1,1192715
R-LLM,20,42,I1,H2,C2,P3,119
R-LLM,20,42,I4,H4,C3,P1,187
R-LLM,20,43,I1,H5,C1,P3,2255400
R-LLM,20,43,I5,H1,C3,P1,612
R-LLM,20,44,I1,H4,C1,P3,26799
R-LLM,20,44,I4,H3,C1,P3,3986
R-LLM,20,45,I1,H4,C4,P4,571132
R-LLM,20,45,I3,H3,C4,P3,87871
R-LLM,20,46,I1,H1,C2,P1,1654
R-LLM,20,46,I5,H2,C1,P3,13334
R-LLM,20,47,I3,H3,C2,P2,114
R-LLM,20,47,I4,H4,C5,P3,83
R-LLM,20,48,I3,H4,C2,P1,53171
R-LLM,20,48,I5,H5,C4,P2,7898
R-LLM,20,49,I2,H2,C3,P1,11
R-LLM,20,49,I2,H4,C5,P3,4595
R-LLM,20,50,I5,H3,C2,P4,780
R-LLM,20,50,I5,H5,C1,P4,237
R-LLM,21,1,I4,H1,C3,P4,580
R-LLM,21,1,I3,H1,C5,P3,386
R-LLM,21,2,I5,H3,C4,P2,27981
R-LLM,21,2,I2,H4,C1,P1,207623
R-LLM,21,3,I1,H2,C2,P1,1318
R-LLM,21,3,I2,H5,C4,P3,2953
R-LLM,21,4,I3,H5,C3,P1,46
R-LLM,21,4,I4,H2,C5,P2,14505
R-LLM,21,5,I1,H3,C4,P4,5274
R-LLM,21,5,I5,H2,C1,P3,13334
R-LLM,21,6,I3,H3,C1,P4,52156
R-LLM,21,6,I5,H4,C2,P4,5755
R-LLM,21,7,I2,H4,C2,P2,7585
R-LLM,21,7,I4,H2,C5,P3,3472
R-LLM,21,8,I1,H1,C2,P3,13047
R-LLM,21,8,I5,H4,C3,P2,775
R-LLM,21,9,I2,H5,C2,P4,1400
R-LLM,21,9,I4,H3,C1,P1,715
R-LLM,21,10,I1,H4,C2,P3,5883
R-LLM,21,10,I3,H2,C4,P1,1131
R-LLM,21,11,I5,H1,C2,P4,42771
R-LLM,21,11,I2,H3,C5,P1,5717
R-LLM,21,12,I4,H1,C2,P2,1332
R-LLM,21,12,I3,H4,C3,P4,23537
R-LLM,21,13,I5,H3,C5,P3,334
R-LLM,21,13,I1,H5,C1,P4,10536
R-LLM,21,14,I1,H2,C3,P2,5681
R-LLM,21,14,I5,H5,C2,P3,33831
R-LLM,21,15,I3,H3,C2,P2,114
R-LLM,21,15,I4,H5,C4,P3,828
R-LLM,21,16,I2,H2,C4,P3,347695
R-LLM,21,16,I4,H1,C5,P3,270
R-LLM,21,17,I2,H1,C4,P2,807121
R-LLM,21,17,I1,H3,C5,P1,4368
R-LLM,21,18,I4,H5,C2,P1,9
R-LLM,21,18,I2,H3,C3,P4,512
R-LLM,21,19,I3,H3,C2,P3,575
R-LLM,21,19,I5,H2,C3,P4,299
R-LLM,21,20,I5,H3,C3,P1,25
R-LLM,21,20,I4,H4,C4,P1,1003785
R-LLM,21,21,I2,H1,C3,P3,260
R-LLM,21,21,I4,H3,C2,P2,781
R-LLM,21,22,I1,H4,C4,P2,89908
R-LLM,21,22,I3,H1,C4,P1,402
R-LLM,21,23,I1,H3,C1,P3,7073
R-LLM,21,23,I4,H5,C5,P2,69154
R-LLM,21,24,I3,H5,C1,P3,17599
R-LLM,21,24,I1,H2,C4,P4,399845
R-LLM,21,25,I2,H2,C4,P1,4295
R-LLM,21,25,I3,H4,C5,P3,1628
R-LLM,21,26,I3,H4,C1,P2,5963
R-LLM,21,26,I5,H4,C1,P3,2773348
R-LLM,21,27,I5,H3,C4,P1,912
R-LLM,21,27,I2,H5,C5,P2,22103
R-LLM,21,28,I3,H2,C3,P2,152
R-LLM,21,28,I5,H1,C1,P3,1428
R-LLM,21,29,I2,H1,C5,P4,3087
R-LLM,21,29,I4,H2,C3,P1,26
R-LLM,21,30,I5,H4,C4,P1,806841
R-LLM,21,30,I2,H4,C4,P4,218758
R-LLM,21,31,I2,H5,C3,P2,313
R-LLM,21,31,I4,H3,C5,P4,307
R-LLM,21,32,I2,H3,C4,P1,2109
R-LLM,21,32,I4,H2,C4,P2,23152
R-LLM,21,33,I2,H3,C5,P3,6386
R-LLM,21,33,I5,H2,C1,P2,2170
R-LLM,21,34,I2,H1,C3,P2,459
R-LLM,21,34,I5,H5,C1,P4,237
R-LLM,21,35,I4,H5,C3,P2,97728
R-LLM,21,35,I5,H1,C4,P2,1451
R-LLM,21,36,I5,H1,C5,P2,48601
R-LLM,21,36,I4,H2,C5,P1,387
R-LLM,21,37,I2,H2,C4,P3,347695
R-LLM,21,37,I5,H3,C2,P4,780
R-LLM,21,38,I2,H3,C4,P2,8619
R-LLM,21,38,I5,H4,C4,P3,11626
R-LLM,21,39,I5,H2,C4,P4,77495
R-LLM,21,39,I2,H2,C4,P4,314581
R-LLM,21,40,I4,H1,C4,P2,10374
R-LLM,21,40,I3,H3,C4,P3,87871
R-LLM,21,41,I1,H2,C4,P1,1023
R-LLM,21,41,I5,H3,C1,P2,3299
R-LLM,21,42,I1,H2,C3,P1,67
R-LLM,21,42,I2,H5,C4,P2,596857
R-LLM,21,43,I2,H4,C3,P3,81404
R-LLM,21,43,I1,H1,C4,P3,5027
R-LLM,21,44,I1,H4,C5,P1,690
R-LLM,21,44,I3,H5,C2,P3,116
R-LLM,21,45,I1,H2,C1,P2,332
R-LLM,21,45,I3,H4,C3,P1,102
R-LLM,21,46,I4,H1,C1,P3,10066
R-LLM,21,46,I5,H2,C5,P1,861
R-LLM,21,47,I5,H1,C3,P1,612
R-LLM,21,47,I4,H2,C1,P4,1624
R-LLM,21,48,I2,H3,C1,P2,456
R-LLM,21,48,I5,H1,C4,P4,68986
R-LLM,21,49,I1,H3,C2,P2,563
R-LLM,21,49,I4,H4,C5,P3,83
R-LLM,21,50,I1,H1,C1,P4,1061
R-LLM,21,50,I3,H4,C2,P4,7944
R-LLM,22,1,I4,H5,C3,P3,3806
R-LLM,22,1,I2,H1,C1,P2,500
R-LLM,22,2,I1,H3,C4,P1,3401
R-LLM,22,2,I5,H2,C5,P4,368
R-LLM,22,3,I3,H4,C2,P4,7944
R-LLM,22,3,I2,H1,C3,P1,11
R-LLM,22,4,I3,H2,C4,P3,2674917
R-LLM,22,4,I5,H4,C1,P2,197486
R-LLM,22,5,I3,H1,C4,P2,5106
R-LLM,22,5,I1,H4,C2,P4,53404
R-LLM,22,6,I3,H2,C5,P1,430
R-LLM,22,6,I4,H3,C4,P3,1243932
R-LLM,22,7,I1,H5,C2,P3,955
R-LLM,22,7,I4,H4,C5,P1,541
R-LLM,22,8,I4,H2,C5,P3,3472
R-LLM,22,8,I2,H3,C4,P1,2109
R-LLM,22,9,I3,H2,C3,P2,152
R-LLM,22,9,I1,H4,C1,P3,26799
R-LLM,22,10,I5,H3,C1,P3,552
R-LLM,22,10,I4,H5,C4,P4,1358
R-LLM,22,11,I3,H5,C2,P1,235
R-LLM,22,11,I3,H5,C3,P4,657
R-LLM,22,12,I4,H3,C1,P4,17504
R-LLM,22,12,I5,H2,C3,P1,64
R-LLM,22,13,I1,H1,C5,P4,6858
R-LLM,22,13,I2,H5,C2,P3,463
R-LLM,22,14,I1,H2,C2,P4,72535
R-LLM,22,14,I3,H4,C3,P1,102
R-LLM,22,15,I2,H4,C4,P1,768578
R-LLM,22,15,I5,H3,C2,P2,622
R-LLM,22,16,I1,H1,C4,P2,2488
R-LLM,22,16,I4,H2,C3,P4,463
R-LLM,22,17,I3,H2,C2,P2,43
R-LLM,22,17,I1,H2,C1,P3,435
R-LLM,22,18,I5,H1,C5,P3,634
R-LLM,22,18,I1,H3,C3,P4,4138
R-LLM,22,19,I2,H2,C4,P4,314581
R-LLM,22,19,I4,H1,C5,P2,14448
R-LLM,22,20,I3,H3,C5,P3,2228
R-LLM,22,20,I5,H5,C4,P4,1427
R-LLM,22,21,I4,H3,C5,P3,9668
R-LLM,22,21,I5,H4,C2,P1,1192715
R-LLM,22,22,I3,H5,C4,P2,123056
R-LLM,22,22,I5,H5,C2,P3,33831
R-LLM,22,23,I2,H5,C4,P2,596857
R-LLM,22,23,I4,H1,C2,P4,1995
R-LLM,22,24,I2,H3,C1,P4,15196
R-LLM,22,24,I5,H1,C3,P4,2794
R-LLM,22,25,I4,H2,C4,P2,23152
R-LLM,22,25,I2,H4,C5,P4,3997
R-LLM,22,26,I3,H1,C2,P3,5071
R-LLM,22,26,I2,H3,C2,P3,738
R-LLM,22,27,I4,H4,C1,P1,153113
R-LLM,22,27,I1,H3,C5,P2,11357
R-LLM,22,28,I3,H4,C4,P3,183711
R-LLM,22,28,I2,H3,C5,P4,2759
R-LLM,22,29,I1,H1,C3,P4,65332
R-LLM,22,29,I4,H2,C1,P1,564
R-LLM,22,30,I1,H4,C5,P3,1076
R-LLM,22,30,I4,H5,C1,P1,307
R-LLM,22,31,I4,H2,C4,P1,31476
R-LLM,22,31,I2,H4,C4,P3,6751
R-LLM,22,32,I4,H1,C2,P3,6059
R-LLM,22,32,I3,H3,C2,P4,306
R-LLM,22,33,I2,H3,C3,P4,512
R-LLM,22,33,I3,H1,C5,P4,1066
R-LLM,22,34,I3,H3,C3,P4,155
R-LLM,22,34,I4,H5,C4,P2,1042361
R-LLM,22,35,I3,H1,C3,P2,253
R-LLM,22,35,I5,H2,C1,P3,13334
R-LLM,22,36,I4,H1,C3,P3,127
R-LLM,22,36,I5,H4,C4,P2,5605
R-LLM,22,37,I1,H4,C5,P1,690
R-LLM,22,37,I5,H2,C4,P3,82456
R-LLM,22,38,I1,H1,C2,P3,13047
R-LLM,22,38,I3,H4,C5,P2,684
R-LLM,22,39,I2,H2,C3,P3,11373
R-LLM,22,39,I3,H2,C1,P3,8565
R-LLM,22,40,I1,H1,C1,P1,960
R-LLM,22,40,I3,H5,C4,P3,1763
R-LLM,22,41,I1,H5,C4,P2,1189738
R-LLM,22,41,I3,H1,C4,P1,402
R-LLM,22,42,I2,H3,C4,P2,8619
R-LLM,22,42,I4,H4,C1,P3,195425
R-LLM,22,43,I1,H3,C2,P1,3254
R-LLM,22,43,I5,H5,C3,P2,5679
R-LLM,22,44,I3,H4,C4,P1,99899
R-LLM,22,44,I2,H3,C2,P1,2141
R-LLM,22,45,I3,H1,C4,P2,5106
R-LLM,22,45,I5,H3,C4,P1,912
R-LLM,22,46,I5,H4,C3,P4,5903
R-LLM,22,46,I1,H3,C1,P2,907
R-LLM,22,47,I2,H4,C2,P2,7585
R-LLM,22,47,I3,H1,C1,P2,176
R-LLM,22,48,I1,H3,C5,P3,1996
R-LLM,22,48,I3,H5,C2,P4,2681
R-LLM,22,49,I4,H2,C2,P3,576
R-LLM,22,49,I5,H4,C5,P2,2556
R-LLM,22,50,I2,H5,C1,P4,1083
R-LLM,22,50,I4,H2,C5,P2,14505
R-LLM,23,1,I5,H4,C5,P4,1068
R-LLM,23,1,I3,H2,C1,P4,24
R-LLM,23,2,I1,H3,C4,P3,40329
R-LLM,23,2,I4,H5,C2,P1,9
R-LLM,23,3,I2,H1,C4,P2,807121
R-LLM,23,3,I3,H5,C3,P3,73296
R-LLM,23,4,I2,H4,C4,P4,218758
R-LLM,23,4,I1,H1,C5,P1,6995
R-LLM,23,5,I4,H3,C4,P2,26785
R-LLM,23,5,I5,H1,C5,P3,634
R-LLM,23,6,I3,H2,C4,P1,1131
R-LLM,23,6,I1,H5,C4,P2,1189738
R-LLM,23,7,I2,H2,C3,P3,11373
R-LLM,23,7,I4,H1,C5,P4,1214
R-LLM,23,8,I5,H5,C4,P1,50
R-LLM,23,8,I2,H3,C2,P3,738
R-LLM,23,9,I1,H1,C4,P4,357030
R-LLM,23,9,I3,H4,C1,P2,5963
R-LLM,23,10,I3,H1,C5,P2,11260
R-LLM,23,10,I5,H2,C4,P1,92071
R-LLM,23,11,I4,H2,C3,P2,198
R-LLM,23,11,I5,H3,C1,P1,3984
R-LLM,23,12,I2,H2,C5,P4,614
R-LLM,23,12,I4,H4,C4,P3,7499
R-LLM,23,13,I1,H2,C2,P1,1318
R-LLM,23,13,I3,H3,C5,P4,617
R-LLM,23,14,I1,H3,C1,P2,907
R-LLM,23,14,I4,H3,C2,P4,729
R-LLM,23,15,I4,H3,C1,P2,1685
R-LLM,23,15,I2,H5,C4,P4,739
R-LLM,23,16,I2,H2,C4,P1,4295
R-LLM,23,16,I4,H2,C4,P1,31476
R-LLM,23,17,I1,H1,C3,P4,65332
R-LLM,23,17,I4,H5,C1,P3,7614
R-LLM,23,18,I5,H1,C2,P3,2898
R-LLM,23,18,I3,H1,C3,P4,2208
R-LLM,23,19,I3,H3,C4,P1,2850
R-LLM,23,19,I1,H4,C4,P2,89908
R-LLM,23,20,I5,H4,C3,P1,61707
R-LLM,23,20,I3,H2,C5,P3,484
R-LLM,23,21,I1,H1,C3,P2,3192
R-LLM,23,21,I2,H1,C4,P1,333
R-LLM,23,22,I4,H4,C5,P1,541
R-LLM,23,22,I3,H2,C3,P4,608
R-LLM,23,23,I5,H2,C4,P3,82456
R-LLM,23,23,I1,H5,C4,P3,23348
R-LLM,23,24,I2,H5,C4,P1,44
R-LLM,23,24,I5,H2,C4,P2,2787
R-LLM,23,25,I1,H2,C5,P3,1604
R-LLM,23,25,I2,H3,C5,P3,6386
R-LLM,23,26,I4,H4,C3,P4,61707
R-LLM,23,26,I5,H3,C2,P2,622
R-LLM,23,27,I1,H3,C5,P4,1453
R-LLM,23,27,I2,H4,C2,P3,717
R-LLM,23,28,I4,H5,C4,P3,828
R-LLM,23,28,I1,H3,C2,P4,1392
R-LLM,23,29,I1,H5,C4,P1,3280
R-LLM,23,29,I2,H4,C3,P2,84917
